id,validated,included_in_stats,publication_type,publication_format,publication_year,authors,title,journal_name,volume,issue,pages,doi,url,book_title,book_authors,book_publisher,pdf_present,mesophotic,mce,tme,original_data,new_species,min_depth,max_depth,fields,focusgroups,platforms,locations
225,TRUE,TRUE,scientific,article,2014,"Pešić V, Chatterjee T, Alfaro M, Schizas NV","A new species of Litarachna (Acari, Hydrachnidia, Pontarachnidae) from a Caribbean mesophotic coral ecosystem",Zookeys,425,,89-97,10.3897/zookeys.425.8110,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,69,70,Biodiversity; Taxonomy,Other invertebrates,Rebreather,Puerto Rico
226,TRUE,TRUE,scientific,article,2014,"Petrescu I, Chatterjee T, Schizas NV","New species of Cumella (Crustacea: Cumacea: Nannastacidae) from mesophotic habitats of Mona Island, Puerto Rico, Caribbean Sea",Cah Biol Mar,55,,183-189,10.21411/CBM.A.29E9CC1B,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,67,73,Biodiversity; Taxonomy,Crustacea,Rebreather,Puerto Rico
227,TRUE,TRUE,scientific,article,2014,"Petrescu I, Chatterjee T, Schizas NV",Three new Nannastacidae (Crustacea: Cumacea) species from a Caribbean mesophotic ecosystem,Zootaxa,3765,4,360-370,10.11646/zootaxa.3765.4.4,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,73,73,Biodiversity; Taxonomy,Crustacea,Rebreather,Puerto Rico
228,TRUE,TRUE,scientific,article,2015,"Schizas NV, Dahms H-U, Kangtia P, Corgosinho PHC, Galindo Estronza AM","A new species of Longipedia Claus, 1863 (Copepoda: Harpacticoida: Longipediidae) from Caribbean mesophotic reefs with remarks on the phylogenetic affinities of Polyarthra",Mar Biol Res,11,8,789-803,10.1080/17451000.2015.1013556,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,46,52,Biodiversity; Evolution; Molecular ecology; Taxonomy,Crustacea,Rebreather,Puerto Rico
229,TRUE,TRUE,scientific,article,2014,"Chatterjee T, Fernandez-Leborans G, Schizas NV",Report of Thecacineta calix (Ciliophora: Suctorea) as an epibiont of harpacticoid copepods from Caribbean mesophotic reefs,Caribb J Sci,48,1,44-48,10.18475/cjos.v48i1.a6,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,46,53,Biodiversity; Ecology,Crustacea,Rebreather,Puerto Rico; US Virgin Islands
230,TRUE,TRUE,scientific,article,2010,"Love MS, Lenarz B, Snook L","A survey of the reef fishes, purple hydrocoral (Stylaster californicus), and marine debris of Farnsworth Bank, Santa Catalina Island",Bull Mar Sci,86,1,35-52,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,30,90,Biodiversity; Community structure; Ecology; Fisheries; Disturbances,Fishes; Hydrozoa,Manned Submersible,USA - Continental Pacific Ocean
231,TRUE,TRUE,scientific,article,2014,"Malcolm HA, Jordan A, Smith SDA",Testing a depth-based Habitat Classification System against reef fish assemblage patterns in a subtropical marine park,Aquat Conserv: Mar Freshw Ecosyst,21,2,173-185,10.1002/aqc.1165,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,75,Biodiversity; Community structure; Management and Conservation,Fishes; Overall benthic (groups),Baited Remote Underwater Video (BRUV),Australia - Southeastern Australia
232,TRUE,TRUE,scientific,article,2011,"Pereira-Filho GH, Amado-Filho GM, Guimarães SMPB, Moura RL, Sumida PYG, Abrantes DP, Bahia RG, Güth AZ, Jorge RR, Francini-Filho RB","Reef fish and benthic assemblages of the Trindade and Martin Vaz Island group, southwestern Atlantic ",Braz J Oceanogr,59,3,201-212,10.1590/S1679-87592011000300001,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,100,Biodiversity; Community structure; Ecology; Fisheries,Fishes; Overall benthic (groups),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified); SCUBA (open-circuit or unspecified),Brazil - Trindade and Martin Vaz
233,TRUE,TRUE,scientific,article,2011,"Olavo G, Costa PAS, Martins AS, Ferreira BP",Shelf-edge reefs as priority areas for conservation of reef fish diversity in the tropical Atlantic,Aquat Conserv: Mar Freshw Ecosyst,21,2,199-209,10.1002/aqc.1174,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,40,500,Fisheries; Management and Conservation; Biodiversity; Community structure,Fishes,Fishing,Brazil - Eastern Brazil
234,TRUE,TRUE,scientific,article,2013,"Bryan DR, Kilfoyle K, Gilmore RG, Spieler RE","Characterization of the mesophotic reef fish community in south Florida, USA",J Appl Ichthyol,29,1,108-117,10.1111/j.1439-0426.2012.02055.x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,50,120,Fisheries; Biodiversity; Community structure,Fishes,Remotely Operated Vehicle (ROV),USA - Continental Atlantic Ocean
235,TRUE,TRUE,scientific,article,2012,"Fowler AM, Booth DJ",Evidence of sustained populations of a small reef fish on artificial structures. Does depth affect production on artificial reefs?,J Fish Biol,80,3,613-629,10.1111/j.1095-8649.2011.03201.x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,82,135,Ecology; Management and Conservation; Community structure,Fishes,Remotely Operated Vehicle (ROV),Australia - Western Australia
236,TRUE,TRUE,scientific,article,2010,"Cummings DO, Booth DJ, Lee RW, Simpson SJ, Pile AJ",Ontogenetic diet shifts in the reef fish Pseudanthias rubrizonatus from isolated populations on the north-west shelf of Australia,Mar Ecol Prog Ser,419,,211-222,10.3354/meps08827,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,82,152,Ecology; Physiology,Fishes,,Australia - Western Australia
237,TRUE,TRUE,scientific,article,2010,"Sazima I, Grossman A, Sazima C",Deep cleaning: a wrasse and a goby clean reef fish below 60 m depth in the tropical south-western Atlantic,Mar Biodivers Rec,3,,e60,10.1017/S1755267210000497,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,62,62,Ecology; Behavior,Fishes,SCUBA (open-circuit or unspecified),Brazil - Fernando Noronha
238,TRUE,TRUE,scientific,article,2012,"Bridge T, Scott A, Steinberg D","Abundance and diversity of anemonefishes and their host sea anemones at two mesophotic sites on the Great Barrier Reef, Australia",Coral Reefs,31,4,1057-1062,10.1007/s00338-012-0916-x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,50,65,Ecology; Community structure,Actiniaria and Ceriantharia (Sea anemones); Fishes,Autonomous Underwater Vehicle (AUV),Australia - Great Barrier Reef
239,TRUE,TRUE,scientific,article,1989,"Muscatine L, Porter JW, Kaplan IR",Resource partitioning by reef corals as determined from stable isotope composition. I. d13C of zooxanthellae and animal tissue vs depth,Mar Biol,100,2,185-193,10.1007/BF00391957,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,50,Physiology; Ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),Jamaica; Israel - Red Sea
240,TRUE,TRUE,scientific,article,2012,"Keesing JK, Usher KM, Fromont J",First record of photosynthetic cyanobacterial symbionts from mesophotic temperate sponges,Mar Freshw Res,63,5,403-408,10.1071/MF11216,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,40,150,Ecology; Molecular ecology; Biodiversity,Porifera (Sponges); Symbiodinium (zooxanthellae); Bacteria and Archaea,Dredging / trawling,Australia - Western Australia
242,TRUE,TRUE,scientific,article,2016,"Holstein DM, Smith TB, Paris CB",Depth-independent reproduction in the reef coral Porites astreoides from shallow to mesophotic zones,PLoS ONE,11,1,e0146068,10.1371/journal.pone.0146068,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,37,Connectivity; Reproduction,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified); Aquarium-based,US Virgin Islands
243,TRUE,TRUE,scientific,article,2016,"Bridge TCL, Luiz OJ, Coleman RR, Kane CN, Kosaki RK",Ecological and morphological traits predict depth-generalist fishes on coral reefs,Proc R Soc B,283,1823,,10.1098/rspb.2015.2332,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,50,Ecology; Community structure; Connectivity,Fishes,Rebreather; SCUBA (open-circuit or unspecified),Puerto Rico; USA - Hawaii; Micronesia - Caroline Islands (Pohnpei)
244,TRUE,TRUE,scientific,article,2016,"Galloway KC, Becker KP, Phillips B, Kirby J, Licht S, Tchernov D, Wood RJ, Gruber DF",Soft robotic grippers for biological sampling on deep reefs,Soft Robotics,3,1,23-33,10.1089/soro.2015.0019,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,800,Methods and Technology,Octocorallia (Soft Corals),Remotely Operated Vehicle (ROV); Surface-deployed sensors and samplers,Israel - Red Sea
245,TRUE,TRUE,scientific,article,2016,"Cánovas-Molina A, Montefalcone M, Bavestrello G, Cau A, Bianchi CN, Morri C, Canese S, Bo M",A new ecological index for the status of mesophotic megabenthic assemblages in the Mediterranean based on ROV photography and video footage,Cont Shelf Res,121,,13-20,10.1016/j.csr.2016.01.008,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,150,Ecology; Management and Conservation; Community structure,Overall benthic (groups),Remotely Operated Vehicle (ROV),Italy - Ligurian-Tyrrhenian; Italy - Ligurian-Tyrrhenian
246,TRUE,TRUE,scientific,article,2016,"Amado-Filho GM, Moura RL, Bastos AC, Francini-Filho RB, Pereira-Filho GH, Bahia RG, Moraes FC, Motta FS",Mesophotic ecosystems of the unique South Atlantic atoll are composed by rhodolith beds and scattered consolidated reefs,Marine Biodiversity,46,4,933-936,10.1007/s12526-015-0441-6,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,70,Biodiversity,"Algae (Macro, Turf and Crustose Coralline); Fishes; Overall benthic (groups)",Sonar / Multibeam; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Brazil - Eastern Brazil
247,TRUE,TRUE,scientific,article,2016,"Heyns ER, Bernard ATF, Richoux NB, Götz A",Depth-related distribution patterns of subtidal macrobenthos in a well-established marine protected area,Mar Biol,163,39,,10.1007/s00227-016-2816-z,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,11,75,Community structure; Biodiversity; Management and Conservation,Overall benthic (groups),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),South Africa
248,TRUE,TRUE,scientific,article,2016,"Spalding HL, Conklin KY, Smith CM, O'Kelly CJ, Sherwood AR","New Ulvaceae (Ulvophyceae, Chlorophyta) from mesophotic ecosystems across the Hawaiian Archipelago",J Phycol,52,1,40-53,10.1111/jpy.12375,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,30,125,Biodiversity; Connectivity; Molecular ecology; Taxonomy,"Algae (Macro, Turf and Crustose Coralline)",Manned Submersible; Remotely Operated Vehicle (ROV); Rebreather,USA - Hawaii
250,TRUE,FALSE,scientific,review,2016,"Loya Y, Eyal G, Treibitz T, Lesser MP, Appeldoorn R",Theme section on mesophotic coral ecosystems: advances in knowledge and future perspectives,Coral Reefs,35,1,9-Jan,10.1007/s00338-016-1410-7,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Connectivity; Biodiversity; Community structure; Ecology; Management and Conservation,Scleractinia (Hard Corals); Fishes; Other invertebrates,,
251,TRUE,TRUE,scientific,article,2016,"Eyal-Shaham L, Eyal G, Tamir R, Loya Y","Reproduction, abundance and survivorship of two Alveopora spp. in the mesophotic reefs of Eilat, Red Sea",Sci Rep,6,,20964,10.1038/srep20964,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,60,Reproduction; Ecology,Scleractinia (Hard Corals),Rebreather; Land-based; Surface-deployed sensors and samplers; SCUBA (open-circuit or unspecified),Israel - Red Sea
252,TRUE,TRUE,scientific,article,2012,"Slattery M, Lesser MP",Mesophotic coral reefs: a global model of community structure and function,Proc 12th Int Coral Reef Symp,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,30,91,Community structure,Overall benthic (groups); Porifera (Sponges),Rebreather; SCUBA (open-circuit or unspecified); SCUBA (open-circuit or unspecified),Bahamas; Cayman Islands; Micronesia - Chuuk atoll; Micronesia - Caroline Islands (Pohnpei)
253,TRUE,TRUE,scientific,article,2016,"Morrow KM, Fiore Cara, Lesser M","Environmental drivers of microbial community shifts in the giant barrel sponge, Xestospongia muta, over a shallow to mesophotic depth gradient",Environ Microbiol,18,6,2025-2038,10.1111/1462-2920.13226,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,90,Community structure; Molecular ecology; Physiology,Porifera (Sponges); Bacteria and Archaea,SCUBA (open-circuit or unspecified),Cayman Islands; Bahamas
254,TRUE,TRUE,scientific,article,1997,"Liddell WD, Avery WE, Ohlhorst SL","Patterns of benthic community structure, 10–250 m, the Bahamas",Proc 8th Int Coral Reef Symp,1,,437-442,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,250,Community structure; Biodiversity,Overall benthic (groups),Manned Submersible; SCUBA (open-circuit or unspecified),Bahamas
255,TRUE,TRUE,scientific,article,1988,"Ohlhorst SL, Liddell WD",The effect of substrate microtopography on reef community structure 60-120 m,Proc 6th Int Coral Reef Symp,3,,355-360,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,53,120,Community structure; Biodiversity,Overall benthic (groups),Manned Submersible,Jamaica
256,TRUE,TRUE,scientific,article,1997,"Reed JK, Pomponi SA",Biodiversity and distribution of deep and shallow water sponges in the Bahamas,Proc 8th Int Coral Reef Symp,2,,1387-1392,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,922,Biodiversity; Community structure,Porifera (Sponges),Remotely Operated Vehicle (ROV); Manned Submersible; Snorkeling; SCUBA (open-circuit or unspecified),Bahamas
257,TRUE,TRUE,scientific,article,1988,"Sarano FF, Pichon MM",Morphology and ecology of the deep fore reef slope at Osprey Reef (Coral Sea),Proc 6th Int Coral Reef Symp,2,,607-611,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,240,Ecology; Geomorphology; Community structure,Overall benthic (groups); Scleractinia (Hard Corals); Fishes,Manned Submersible; SCUBA (open-circuit or unspecified),Australia - Coral Sea
258,TRUE,TRUE,scientific,article,1985,"Agegian CR, Abbott IA","Deep water macroalgal communities: a comparison between Penguin Bank, Hawaii, and Johnston Atoll",Proc 5th Int Coral Reef Symp,5,,45-57,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,45,270,Biodiversity; Ecology; Community structure,"Algae (Macro, Turf and Crustose Coralline)",Manned Submersible,USA - Hawaii; USA - Johnston Atoll
259,TRUE,TRUE,scientific,article,1997,"Avery WE, Liddell WD",Sessile community recruitment patterns on western Atlantic shallow and deep-reef hard substrata,Proc 8th Int Coral Reef Symp,2,,1179-1184,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,250,Community structure; Biodiversity; Ecology,Overall benthic (groups),Manned Submersible; SCUBA (open-circuit or unspecified),Bahamas
260,TRUE,TRUE,scientific,article,2016,"Serrano XM, Baums IB, Smith TB, Jones RJ, Shearer TL, Baker AC",Long distance dispersal and vertical gene flow in the Caribbean brooding coral Porites astreoides,Sci Rep,6,,21619,10.1038/srep21619,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,37,Connectivity; Reproduction; Molecular ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),US Virgin Islands; USA - Pulley Ridge; Bermuda
261,TRUE,TRUE,scientific,article,2016,"Brandtneris VW, Brandt ME, Glynn PW, Gyory J, Smith TB",Seasonal variability in calorimetric energy content of two Caribbean mesophotic corals,PLoS ONE,11,4,e0151953,10.1371/journal.pone.0151953,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6,63,Physiology; Long-term monitoring,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),US Virgin Islands
262,TRUE,TRUE,scientific,article,2016,"Simon T, Pinheiro HT, Moura RL, Carvalho-Filho A, Rocha LA, Martins AS, Mazzei E, Francini-Filho RB, Amado-Filho GM, Joyeux J-C","Mesophotic fishes of the Abrolhos Shelf, the largest reef ecosystem in the South Atlantic",J Fish Biol,89,1,990-1001,10.1111/jfb.12967,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,50,90,Biodiversity; Fisheries; Management and Conservation,Fishes,Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Brazil - Eastern Brazil
263,TRUE,TRUE,scientific,article,2015,"Cordeiro RTS, Neves BM, Rosa-Filho JS, Pérez CDP",Mesophotic coral ecosystems occur offshore and north of the Amazon River,Bull Mar Sci,91,4,491-510,10.5343/bms.2015.1025,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,18,150,Biodiversity; Community structure,Overall benthic (groups); Octocorallia (Soft Corals); Scleractinia (Hard Corals),Dredging / trawling,Brazil - Eastern Brazil
264,TRUE,TRUE,scientific,article,2016,"Pickard AE, Vaudo JJ, Wetherbee BM, Nemeth RS, Blondeau JB, Kadison EA, Shivji MS",Comparative Use of a Caribbean Mesophotic Coral Ecosystem and Association with Fish Spawning Aggregations by Three Species of Shark,PLoS ONE,11,5,e0151221,10.1371/journal.pone.0151221,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,30,45,Ecology; Long-term monitoring; Behavior,Fishes,Acoustic Telemetry,US Virgin Islands; Puerto Rico
265,TRUE,TRUE,scientific,article,2016,"Tornabene L, Van Tassell JL, Gilmore RG, Robertson DR, Young F, Baldwin CC","Molecular phylogeny, analysis of character evolution, and submersible collections enable a new classification of a diverse group of gobies (Teleostei: Gobiidae: Nes subgroup), including nine new species and four new genera",Zool J Linn Soc,177,4,764–812,10.1111/zoj.12394,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7,435,Molecular ecology; Evolution; Taxonomy,Fishes,Manned Submersible,Bahamas; Bonaire; Curaçao; Barbados; USA - Pulley Ridge; Brazil - Eastern Brazil; Belize; Trinidad and Tobago
266,TRUE,TRUE,scientific,article,2015,"Magalhães GM, Amado-Filho GM, Rosa MR, de Moura RL, Brasileiro PS, de Moraes FC, Francini-Filho RB, Pereira-Filho GH","Changes in benthic communities along a 0–60 m depth gradient in the remote St. Peter and St. Paul Archipelago (Mid-Atlantic Ridge, Brazil)",Bull Mar Sci,91,3,377-396,10.5343/bms.2014.1044,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,60,Community structure; Biodiversity,"Overall benthic (groups); Algae (Macro, Turf and Crustose Coralline)",Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Brazil - St Peter and St Paul Archipelago
267,TRUE,TRUE,scientific,article,2002,"Parrish FA, Pyle RL",Field comparison of open-circuit scuba to closed-circuit rebreathers for deep mixed-gas diving operations,Mar Technol Soc J,36,2,13-22,10.4031/002533202787914052,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,39,69,Methods and Technology,Fishes,Rebreather; SCUBA (open-circuit or unspecified),USA - Hawaii
268,TRUE,TRUE,scientific,article,2000,Pyle RL,Assessing Undiscovered Fish Biodiversity on Deep Coral Reefs Using Advanced Self-Contained Diving Technology,Mar Technol Soc J,34,4,82-91,10.4031/MTSJ.34.4.11,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,65,126,Biodiversity,Fishes,Rebreather; SCUBA (open-circuit or unspecified),Cook Islands; Papua New Guinea
269,TRUE,FALSE,popular,article,1996,Pyle RL,Exploring deep coral reefs: How much biodiversity are we missing?,Glob Biodivers,6,1,7-Mar,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,50,150,Fisheries,Fishes,Rebreather,
270,TRUE,FALSE,scientific,chapter,2016,Armstrong RA,Landscape-level imaging of benthic environments in optically-deep waters,,,,,,,Seafloor Mapping along Continental Shelves,"Finkl CW, Makowski C",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,21,219,Methods and Technology; Community structure,Overall benthic (groups); Fishes,Remotely Operated Vehicle (ROV); Autonomous Underwater Vehicle (AUV),Puerto Rico; US Virgin Islands
271,TRUE,TRUE,scientific,article,2016,"Kosaki RK, Pyle RL, Leonard JC, Hauk BB, Whitton RK, Wagner D","100% endemism in mesophotic reef fish assemblages at Kure Atoll, Hawaiian Islands",Marine Biodiversity,47,3,783-784,10.1007/s12526-016-0510-5,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,86,91,Biodiversity; Ecology,Fishes,Rebreather,USA - Hawaii
272,TRUE,TRUE,scientific,article,2016,"Tornabene L, van Tassell JL, Robertson DR, Baldwin CC",Repeated invasions into the twilight zone: evolutionary origins of a novel assemblage of fishes from deep Caribbean reefs,Mol Ecol,25,15,3662-3682,10.1111/mec.13704,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,70,287,Molecular ecology; Biodiversity; Evolution,Fishes,Manned Submersible; Rebreather,Curaçao; Bonaire; Brazil - Eastern Brazil
273,TRUE,TRUE,scientific,article,2012,"Petrescu I, Chatterjee T, Schizas NV","New genus and new species of Cumacea (Crustacea: Peracarida) from the mesophotic coral ecosystem of SW Puerto Rico, Caribbean Sea",Zootaxa,3476,1,55-61,10.11646/zootaxa.3476.1.2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,73,90,Biodiversity; Taxonomy,Crustacea,Rebreather,Puerto Rico
274,TRUE,FALSE,scientific,chapter,2012,"Armstrong RA, Singh H",Mesophotic coral reefs of the Puerto Rico Shelf,,,,365-374,10.1016/B978-0-12-385140-6.00024-4,,Seafloor Geomorphology as Benthic Habitat: GeoHab Atlas of seafloor geomorphic features and benthic habitats,"Harris P, Baker E",,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,32,100,Geomorphology; Community structure,Overall benthic (groups),Autonomous Underwater Vehicle (AUV),Puerto Rico
275,TRUE,FALSE,popular,article,2014,Kahng SE,Unlocking the secrets of Hawaii’s deep-water photosynthetic corals,Reef Encounter,29,1,19-22,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,113,Ecology; Physiology,Scleractinia (Hard Corals),,USA - Hawaii
